Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Warhammer: Battle For Atluma,PSP,2006.0,Action,0.07,55.0,8.0,7.4,8.0,T
Hikaru no Go: Heian Gensou Ibunroku,PS,2002.0,Adventure,0.07,,,,,
Eagle Flight,PS4,2016.0,Adventure,0.07,72.0,31.0,7.8,22.0,E10+
Operation: Vietnam,DS,2007.0,Shooter,0.07,65.0,16.0,6.3,4.0,T
Samurai Shodown,NG,1993.0,Fighting,0.07,,,,,
OverBlood 2,PS,1998.0,Action,0.07,,,,,
Fighter Maker 2,PS2,2002.0,Fighting,0.07,58.0,11.0,7.8,5.0,T
Lifeline,PS2,2003.0,Adventure,0.07,61.0,31.0,7.7,9.0,M
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002.0,Role-Playing,0.07,,,,,
Dragon Valor,PS,1999.0,Role-Playing,0.07,57.0,9.0,8.3,10.0,T
Tokyo Beat Down,DS,2008.0,Action,0.07,56.0,23.0,7.13,,T
NHL 2005,GC,2004.0,Sports,0.07,75.0,18.0,5.6,5.0,E
Midway Arcade Treasures 3,GC,2005.0,Misc,0.07,65.0,16.0,7.13,,E
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,0.07,88.0,22.0,8.2,49.0,E
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011.0,Platform,0.07,,,,,
Firefighter F.D.18,PS2,2004.0,Action,0.07,,,,,
Anubis II,Wii,2007.0,Platform,0.07,19.0,5.0,2.7,28.0,E
Goodbye Deponia,PC,2013.0,Adventure,0.07,80.0,34.0,7.9,171.0,
Pro Yaky? Spirits 2014,PSV,2014.0,Sports,0.07,,,,,
Legend of Kay,PS4,2015.0,Action,0.07,,,,,
Cartoon Network: Punch Time Explosion XL,PS3,2011.0,Fighting,0.07,,,,,
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008.0,Adventure,0.07,,,,,
The Book of Unwritten Tales 2,PS4,2015.0,Adventure,0.07,63.0,9.0,8.6,7.0,
Ultimate Board Game Collection,PSP,2007.0,Misc,0.07,57.0,6.0,7.13,,E
Mega Man X4,SAT,1997.0,Action,0.07,,,,,
Jackass the Game DS,DS,2008.0,Action,0.07,,,,,
Jake Power: Handyman,DS,2008.0,Adventure,0.07,,,7.13,,E
My Dress-Up,DS,2008.0,Misc,0.07,,,7.13,,E10+
Power Pro GB,GB,1998.0,Sports,0.07,,,,,
Beat City,DS,2010.0,Misc,0.07,70.0,7.0,7.13,,E
Sudoku Fever,GBA,2006.0,Puzzle,0.07,,,7.13,,E
Inversion,PS3,2012.0,Shooter,0.07,56.0,23.0,5.4,43.0,M
The Putter Golf,PS,2001.0,Sports,0.07,,,,,
Ultimate Marvel vs. Capcom 3,X360,2011.0,Fighting,0.07,79.0,44.0,6.2,85.0,T
The Powerpuff Girls: Relish Rampage,GC,2002.0,Action,0.07,,,7.6,5.0,E
Super Real Mahjong Graffiti,SAT,1995.0,Misc,0.07,,,,,
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015.0,Action,0.07,,,,,
Ninja Warriors,SNES,1993.0,Action,0.07,,,,,
Army Men: RTS,GC,2004.0,Strategy,0.07,,,8.5,4.0,T
Classic Action: Devilish,DS,2005.0,Misc,0.07,40.0,6.0,7.13,,T
Zettai Onkan Otoda Master,DS,2007.0,Role-Playing,0.07,,,,,
Assassin's Creed Chronicles,PSV,2016.0,Action,0.07,70.0,6.0,8.0,24.0,T
Dragoneer's Aria,PSP,2007.0,Role-Playing,0.07,56.0,30.0,6.0,7.0,E10+
Xbox Live Arcade Unplugged Volume 1,X360,2006.0,Misc,0.07,,,7.13,,
TigerShark,PS,1997.0,Simulation,0.07,,,,,
Major League Baseball 2K10,PSP,2010.0,Sports,0.07,,,7.13,,E
Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,0.07,,,,,
N+,DS,2007.0,Platform,0.07,82.0,20.0,7.4,20.0,E
Titanic Mystery,DS,2010.0,Puzzle,0.07,,,7.13,,T
Backyard NFL Football '09,DS,2008.0,Sports,0.07,,,,,
Obscure,PS2,2004.0,Adventure,0.07,65.0,27.0,8.9,39.0,M
Sega Soccer Slam,GC,2002.0,Sports,0.07,84.0,22.0,7.7,7.0,E
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,0.07,,,,,
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,0.07,,,,,
DefCon 5,PS,1995.0,Shooter,0.07,,,,,
Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,0.07,,,,,
Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,0.07,,,,,
Deep Labyrinth,DS,2006.0,Action,0.07,57.0,18.0,8.8,4.0,E10+
Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,0.07,,,,,
Spawn: Armageddon,GC,2003.0,Action,0.07,61.0,19.0,7.2,9.0,M
God Hand,PS2,2006.0,Action,0.07,73.0,48.0,7.7,165.0,M
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,0.07,,,,,
Junior Classic Books & Fairytales,DS,2010.0,Misc,0.07,,,,,
Legends of Wrestling II,GBA,2002.0,Fighting,0.07,24.0,11.0,3.7,10.0,E
Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,0.07,70.0,12.0,7.13,,T
Mario Tennis,Wii,2010.0,Sports,0.07,,,7.13,,E
Jurassic Park: Operation Genesis,XB,2003.0,Simulation,0.07,69.0,21.0,8.8,19.0,T
FIFA Soccer 06,GBA,2005.0,Sports,0.07,,,7.13,,E
Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,0.07,,,7.13,,E
RedCard 20-03,PS2,2002.0,Sports,0.07,73.0,19.0,9.0,6.0,E
Brothers in Arms: Furious 4,PS3,2012.0,Shooter,0.07,,,,,M
Future Tactics: The Uprising,PS2,2004.0,Strategy,0.07,61.0,25.0,6.0,6.0,T
Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,0.07,,,,,
Driver: Parallel Lines,XB,2006.0,Racing,0.07,69.0,31.0,4.6,17.0,M
Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,0.07,,,,,
everGirl,GBA,2005.0,Adventure,0.07,,,,,
Heroes Phantasia,PSP,2012.0,Role-Playing,0.07,,,,,
Top Gun,PS3,2011.0,Simulation,0.07,49.0,25.0,4.4,5.0,T
Batman: Rise of Sin Tzu,GBA,2003.0,Action,0.07,63.0,12.0,6.8,4.0,E
Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,0.07,,,,,
Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,0.07,,,,,
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,0.07,,,7.13,,E
Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,0.07,53.0,17.0,5.1,44.0,T
World Racing,XB,2003.0,Racing,0.07,56.0,14.0,8.1,8.0,E
Resident Evil 5,PC,2009.0,Action,0.07,86.0,30.0,7.1,597.0,M
X-Men: The Official Game,GBA,2006.0,Action,0.07,55.0,9.0,9.3,6.0,E10+
Disney's Party,GBA,2003.0,Misc,0.07,,,7.13,,E
Generator Rex: Agent of Providence,DS,2011.0,Action,0.07,,,7.13,,E10+
Storybook Workshop,Wii,2009.0,Misc,0.07,,,7.13,,E
Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,0.07,,,,,
Card Games,PS,2000.0,Misc,0.07,,,,,
Tropix,DS,2008.0,Puzzle,0.07,,,,,
Mega Man: Battle & Chase,PS,1997.0,Racing,0.07,,,,,
Winning Post 7 2010,PS3,2010.0,Sports,0.07,,,,,
Build-A-Bear Workshop: Friendship Valley,Wii,,Misc,0.07,,,7.13,,E
Pipe Mania,PSP,2008.0,Puzzle,0.07,74.0,6.0,7.13,,E
Daniel X: The Ultimate Power,DS,2010.0,Action,0.07,,,7.13,,E10+
Destrega,PS,1998.0,Fighting,0.07,,,,,
Fantasy Aquarium World,Wii,2009.0,Simulation,0.07,,,7.13,,E
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,0.07,,,,,
The Final Round,PS,1996.0,Sports,0.07,,,,,
MAPLUS: Portable Navi,PSP,2006.0,Misc,0.07,,,,,
Rayman Arena,XB,,Racing,0.07,50.0,7.0,7.13,,E
Order Up!!,PS3,2011.0,Action,0.07,,,,,
Reader Rabbit 1st Grade,Wii,2010.0,Misc,0.07,,,7.13,,E
The King of Fighters 02/03,PS2,2005.0,Fighting,0.07,73.0,28.0,8.8,14.0,T
Port Royale 3,X360,,Simulation,0.07,56.0,11.0,4.5,6.0,T
Army Men: Green Rogue,PS,2001.0,Action,0.07,,,,,
Centipede / Breakout / Warlords,GBA,2005.0,Misc,0.07,,,7.13,,E
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,0.07,,,,,
Sly 2: Band of Thieves,PS3,2010.0,Platform,0.07,,,7.4,23.0,E
Armored Core: Nine Breaker,PS2,2004.0,Simulation,0.07,57.0,25.0,8.2,5.0,T
Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,0.07,,,,,
Terraria,PS4,2014.0,Action,0.07,83.0,4.0,7.9,47.0,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,0.07,,,8.8,9.0,T
Worms 3D,GC,2003.0,Strategy,0.07,69.0,23.0,7.6,19.0,T
BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,0.07,,,6.3,4.0,T
TRON: Evolution,PC,2010.0,Action,0.07,57.0,11.0,6.0,25.0,T
Pac-Man and the Ghostly Adventures 2,WiiU,2014.0,Adventure,0.07,,,7.0,9.0,E10+
Dark Souls,PC,2012.0,Role-Playing,0.07,,,,,
National Geographic Challenge!,X360,,Misc,0.07,,,,,
Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,0.07,,,,,
The Guided Fate Paradox,PS3,2013.0,Role-Playing,0.07,74.0,27.0,7.8,66.0,T
Mayhem 3D,X360,2011.0,Racing,0.07,47.0,4.0,8.6,9.0,E10+
Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,0.07,,,,,
Karaoke Revolution Party,XB,2005.0,Misc,0.07,80.0,24.0,7.13,,E10+
Alex Rider: Stormbreaker,DS,,Action,0.07,48.0,11.0,6.1,10.0,T
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,0.07,,,,,
Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,0.07,72.0,18.0,7.13,,E
Pandemonium 2,PS,1997.0,Platform,0.07,,,,,
Gundam Try Age SP,3DS,2014.0,Strategy,0.07,,,,,
WipEout HD Fury,PS3,2009.0,Racing,0.07,89.0,15.0,8.4,115.0,E10+
Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,0.07,64.0,31.0,4.1,51.0,M
Dreamer Series: Pop Star,DS,2009.0,Misc,0.07,,,7.13,,E
Penguins of Madagascar,3DS,2014.0,Action,0.07,51.0,4.0,7.13,,E
12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,0.07,,,,,
Parlor! Mini 2,SNES,1996.0,Misc,0.07,,,,,
"Flower, Sun, and Rain",DS,2008.0,Adventure,0.07,54.0,37.0,7.1,15.0,T
Gunstar Super Heroes,GBA,2005.0,Shooter,0.07,83.0,31.0,8.5,13.0,E10+
C: The Contra Adventure,PS,1998.0,Shooter,0.07,,,,,
Interactive Storybook DS Series 1,DS,2007.0,Misc,0.07,,,7.13,,E
Frogger Advance: The Great Quest,GBA,2002.0,Action,0.07,55.0,9.0,7.13,,E
Cities XL 2012,PC,2011.0,Strategy,0.07,61.0,18.0,5.6,95.0,E
Worms Forts: Under Siege,XB,2004.0,Strategy,0.07,67.0,15.0,8.0,6.0,T
Dream C Club,X360,2009.0,Simulation,0.07,,,,,
Pocky & Rocky with Becky,GBA,2001.0,Shooter,0.07,,,,,
The Tale of Despereaux,DS,2008.0,Platform,0.07,75.0,5.0,7.13,,E
Jam Sessions 2,DS,2009.0,Misc,0.07,66.0,7.0,7.13,,E10+
Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,0.07,71.0,26.0,8.0,5.0,M
Streets of Rage 3,GEN,1993.0,Action,0.07,,,,,
Just Dance: Disney Party 2,X360,2015.0,Action,0.07,,,7.13,,E
Natural Doctrine,PSV,2014.0,Role-Playing,0.07,60.0,7.0,7.5,29.0,M
Hasbro Family Game Night Fun Pack,X360,2011.0,Misc,0.07,,,7.13,,E
Pro Yaky? Spirits 4,PS3,2007.0,Sports,0.07,,,,,
Prince of Persia: The Fallen King,DS,2008.0,Action,0.07,64.0,24.0,6.0,9.0,E
My Horse & Me: Riding for Gold,DS,2008.0,Sports,0.07,,,,,
Speed Racer,PS,1996.0,Racing,0.07,,,,,
NHL Hitz Pro,XB,2003.0,Sports,0.07,81.0,23.0,8.8,12.0,E
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,0.07,,,,,
Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,0.07,72.0,14.0,7.2,23.0,T
Alan Wake,PC,2012.0,Action,0.06,83.0,30.0,8.0,1473.0,T
Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,0.06,,,,,
Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,0.06,66.0,5.0,7.13,,E
Lost in Blue 2,DS,2007.0,Adventure,0.06,58.0,29.0,7.13,,E10+
Ojyousama Express,PS,1998.0,Strategy,0.06,,,,,
Risen 3: Titan Lords,X360,2014.0,Role-Playing,0.06,44.0,8.0,4.4,69.0,M
Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,0.06,54.0,14.0,6.3,8.0,E10+
Wings of War,XB,2004.0,Simulation,0.06,62.0,29.0,5.0,5.0,T
187: Ride or Die,XB,2005.0,Racing,0.06,51.0,40.0,6.9,8.0,M
RPG Maker 3,PS2,2004.0,Role-Playing,0.06,69.0,16.0,7.9,14.0,E10+
Zatch Bell! Mamodo Battles,GC,2005.0,Fighting,0.06,,,,,
Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,0.06,,,,,
Desert Strike Advance,GBA,2002.0,Simulation,0.06,66.0,6.0,7.13,,E
Kabuki Warriors,XB,2001.0,Action,0.06,32.0,15.0,2.5,12.0,M
Discworld,PS,1994.0,Adventure,0.06,,,,,
Motion Explosion!,X360,2011.0,Misc,0.06,,,,,
World Poker Tour,XB,2005.0,Misc,0.06,63.0,17.0,7.8,4.0,T
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,0.06,81.0,19.0,8.5,71.0,T
Elite Forces: Unit 77,DS,2009.0,Strategy,0.06,61.0,23.0,7.13,,T
IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,0.06,41.0,4.0,2.4,5.0,E10+
Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,0.06,,,7.13,,E
Pirates: The Legend of Black Kat,XB,2002.0,Adventure,0.06,74.0,16.0,7.13,,T
July,DC,1998.0,Adventure,0.06,,,,,
Crime Lab: Body of Evidence,DS,2010.0,Adventure,0.06,53.0,13.0,7.13,,T
Disney's Chicken Little: Ace In Action,DS,2006.0,Shooter,0.06,66.0,13.0,7.13,,E
ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,0.06,,,,,
Bleach: Versus Crusade,Wii,2008.0,Fighting,0.06,,,,,
Kanon,DC,2000.0,Adventure,0.06,,,,,
NanoBreaker,PS2,2005.0,Action,0.06,51.0,38.0,6.7,11.0,M
You Don't Know Jack,DS,2011.0,Misc,0.06,,,7.13,,T
Bionicle,XB,2003.0,Action,0.06,49.0,5.0,1.5,4.0,E
GRID 2,PC,2013.0,Racing,0.06,80.0,17.0,5.7,571.0,E
Cabela's Trophy Bucks,Wii,2008.0,Sports,0.06,,,6.0,5.0,T
Cosmos Chaos!,DS,2010.0,Misc,0.06,,,,,
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,0.06,,,,,
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,0.06,,,,,
Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,0.06,55.0,31.0,6.7,37.0,M
Miami Vice: The Game,PSP,2006.0,Shooter,0.06,63.0,36.0,7.0,12.0,M
Samurai Warriors Chronicles 3,PSV,2014.0,Action,0.06,70.0,9.0,7.9,14.0,T
BMX XXX,GC,2002.0,Sports,0.06,60.0,15.0,5.0,7.0,M
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003.0,Action,0.06,63.0,8.0,7.13,,E
Bullet Girls,PSV,2014.0,Action,0.06,,,,,
One Piece: Unlimited World Red,WiiU,2014.0,Action,0.06,66.0,11.0,7.8,43.0,T
Aggressive Inline,XB,2002.0,Sports,0.06,85.0,20.0,7.7,7.0,T
Ikki Tousen: Xross Impact,PSP,2010.0,Action,0.06,,,,,
Smart Boy's Toys Club,DS,2008.0,Misc,0.06,,,7.13,,E
Insecticide,DS,2008.0,Action,0.06,55.0,23.0,7.0,5.0,E10+
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,0.06,,,,,
XGRA: Extreme G Racing Association,PS2,2003.0,Racing,0.06,68.0,23.0,8.6,8.0,T
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007.0,Action,0.06,,,,,
Family Trainer: Treasure Adventure,Wii,2010.0,Sports,0.06,,,,,
Pop'n Music Portable 2,PSP,2011.0,Misc,0.06,,,,,
Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,0.06,,,7.13,,T
Darksiders II,XOne,2015.0,Action,0.06,,,,,
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,0.06,,,,,
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006.0,Fighting,0.06,,,,,
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,0.06,,,,,
Ray Tracers,PS,1997.0,Racing,0.06,,,,,
Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,0.06,70.0,15.0,7.5,48.0,E
Tournament of Legends,Wii,2010.0,Fighting,0.06,45.0,38.0,6.9,11.0,T
Frogger: Helmet Chaos,DS,2005.0,Platform,0.06,69.0,10.0,7.13,,E
Escape from Bug Island,Wii,2006.0,Action,0.06,37.0,13.0,5.0,25.0,M
Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,0.06,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,0.06,,,,,
Cold Stone Creamery: Scoop It Up,Wii,2009.0,Misc,0.06,,,7.13,,E
My Pet Shop,DS,2008.0,Simulation,0.06,60.0,10.0,7.13,,E
James Bond 007: Blood Stone,DS,2010.0,Shooter,0.06,70.0,10.0,7.13,,T
Kururin Paradise,GBA,2002.0,Puzzle,0.06,,,,,
Gradius Collection,PSP,2006.0,Shooter,0.06,76.0,44.0,8.5,4.0,E
Kiniro no Corda 2,PS2,2007.0,Role-Playing,0.06,,,,,
Dynasty Warriors Vs,3DS,2012.0,Action,0.06,,,,,
Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,0.06,55.0,18.0,7.1,20.0,M
Gallop Racer 2004,PS2,2004.0,Sports,0.06,70.0,15.0,8.7,12.0,E
Sunrise Eiyuutan R,PS2,2000.0,Role-Playing,0.06,,,,,
Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,0.06,61.0,12.0,7.13,,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,0.06,45.0,16.0,7.8,10.0,T
F1 2001,XB,2001.0,Racing,0.06,83.0,11.0,5.5,8.0,E
Utawarerumono: Futari no Hakuoro,PSV,2016.0,Misc,0.06,,,,,
Fishing Master (jp sales),Wii,2007.0,Sports,0.06,,,,,
OK! Puzzle Stars,DS,2010.0,Puzzle,0.06,,,,,
Zill O'll Infinite Plus,PSP,2009.0,Role-Playing,0.06,,,,,
Tonka Rescue Patrol,GC,2003.0,Action,0.06,,,,,
GunGriffon II,SAT,1998.0,Simulation,0.06,,,,,
Crimson Gem Saga,PSP,2008.0,Role-Playing,0.06,78.0,20.0,7.5,30.0,T
Monster Tale,DS,2011.0,Platform,0.06,79.0,15.0,8.0,15.0,E
Legend of the Dragon,Wii,2007.0,Fighting,0.06,37.0,14.0,4.8,5.0,T
Cel Damage,GC,2002.0,Racing,0.06,67.0,12.0,6.8,11.0,T
Backyard Hockey,DS,2007.0,Sports,0.06,,,7.13,,E
Famicom Mini: Balloon Fight,GBA,2004.0,Action,0.06,,,,,
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013.0,Adventure,0.06,,,,,
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007.0,Simulation,0.06,,,,,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,0.06,,,,,
Sprung - A Game Where Everyone Scores,DS,2004.0,Adventure,0.06,,,,,
Mirror's Edge Catalyst,PC,2016.0,Platform,0.06,74.0,24.0,4.4,606.0,T
The Pinball of the Dead,GBA,2002.0,Misc,0.06,79.0,20.0,7.13,,T
Growlanser IV: Over Reloaded,PSP,2011.0,Role-Playing,0.06,,,,,
Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,0.06,59.0,24.0,4.2,10.0,T
The King of Route 66,PS2,2003.0,Racing,0.06,57.0,21.0,7.13,,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,0.06,68.0,19.0,6.2,6.0,T
Western Riding Academy,DS,2010.0,Simulation,0.06,,,7.13,,E
Bubble Bobble also featuring Rainbow Islands,PS,1995.0,Puzzle,0.06,,,,,
Intellivision Lives!,GC,2004.0,Misc,0.06,,,,,
Tokobot,PSP,2005.0,Platform,0.06,72.0,30.0,7.3,8.0,E
Monster Madness: Grave Danger,PS3,2008.0,Shooter,0.06,55.0,25.0,7.13,,T
Panzer Tactics,DS,2007.0,Strategy,0.06,,,,,
Pro Yaky? Spirits 2013,PSV,2013.0,Sports,0.06,,,,,
Robotica,SAT,1994.0,Shooter,0.06,,,,,
Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,0.06,,,,,
Deathrow: Underground Team Combat,XB,2002.0,Sports,0.06,,,,,
The Amazing Spider-Man 2 (2014),3DS,2014.0,Action,0.06,,,,,
Paws & Claws: Marine Rescue,DS,2011.0,Simulation,0.06,,,,,
Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,0.06,32.0,9.0,5.8,10.0,M
Odin Sphere: Leifthrasir,PS3,2016.0,Role-Playing,0.06,,,7.0,29.0,T
R-Types,PS,1998.0,Shooter,0.06,,,,,
Star Fighter,PS,1995.0,Shooter,0.06,,,,,
Game Center CX: 3-Choume no Arino,3DS,2014.0,Action,0.06,,,,,
Assetto Corsa,PS4,2016.0,Racing,0.06,73.0,35.0,6.2,70.0,E
NHL 2K9,Wii,2008.0,Sports,0.06,65.0,11.0,5.4,19.0,E10+
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,0.06,,,,,
Osu! Tatakae! Ouendan,DS,2005.0,Misc,0.06,,,,,
Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,0.06,,,,,
Fast Food Panic,Wii,2009.0,Simulation,0.06,57.0,6.0,7.13,,E
"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,0.06,57.0,21.0,7.9,16.0,T
Johnny Test,DS,2011.0,Platform,0.06,,,0.9,7.0,E
One Piece: Burning Blood,XOne,2016.0,Fighting,0.06,60.0,10.0,5.8,12.0,T
TrackMania Turbo,XOne,2016.0,Action,0.06,76.0,12.0,7.7,27.0,E
Pro Evolution Soccer 2015,PC,2014.0,Sports,0.06,82.0,8.0,5.8,173.0,
Jewels of the Ages,DS,2011.0,Puzzle,0.06,,,7.13,,E
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011.0,Adventure,0.06,,,,,
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,0.06,,,,,
Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,0.06,83.0,31.0,8.3,116.0,M
Bionicle Heroes,DS,2006.0,Shooter,0.06,72.0,11.0,6.4,15.0,T
Mystic Heroes,PS2,2002.0,Action,0.06,67.0,7.0,8.6,14.0,T
Tron 2.0: Killer App,GBA,2004.0,Action,0.06,68.0,16.0,7.13,,E
Jurassic Park III: Park Builder,GBA,2001.0,Simulation,0.06,65.0,5.0,8.0,5.0,E
Unchained Blades ,PSP,2011.0,Role-Playing,0.06,61.0,8.0,7.5,15.0,T
NHL Legacy,X360,2015.0,Action,0.06,,,,,
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011.0,Fighting,0.06,,,,,
Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,0.06,,,,,
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,0.06,,,,,
Octomania,Wii,2007.0,Puzzle,0.06,66.0,9.0,7.13,,E
Godzilla (2014),PS3,2014.0,Action,0.06,,,,,
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,0.06,,,,,
Showtime Championship Boxing,Wii,2007.0,Fighting,0.06,35.0,7.0,4.7,10.0,E10+
LEGO Bionicle,GBA,2001.0,Platform,0.06,,,7.13,,E
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,0.06,,,,,
Power Shovel,PS,2000.0,Action,0.06,,,,,
Bomberman Land,PSP,2007.0,Misc,0.06,55.0,14.0,7.8,4.0,E
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995.0,Simulation,0.06,,,,,
My Pet Chimp,DS,2010.0,Simulation,0.06,,,7.13,,E
Generator Rex: Agent of Providence,X360,2011.0,Action,0.06,,,4.0,6.0,E10+
Chrysler Classic Racing,Wii,2008.0,Racing,0.06,40.0,4.0,7.13,,E
Spy Games: Elevator Mission,Wii,2007.0,Shooter,0.06,,,7.13,,T
The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,0.06,,,,,
Steins;Gate,PS3,2012.0,Adventure,0.06,83.0,8.0,8.7,51.0,M
Nights of Azure,PS4,2015.0,Action,0.06,67.0,40.0,7.6,71.0,T
Strike Force Bowling,GC,2005.0,Sports,0.06,47.0,4.0,7.13,,E
Age of Empires Online,PC,2011.0,Strategy,0.06,70.0,44.0,5.6,186.0,E10+
Earth Defense Force 2017 Portable,PSV,2012.0,Action,0.06,68.0,36.0,7.9,31.0,T
Atelier Iris 2: The Azoth Of Destiny,PS2,2005.0,Role-Playing,0.06,68.0,34.0,7.8,14.0,E10+
Spy Fox in Dry Cereal,Wii,2008.0,Adventure,0.06,,,7.13,,E
There,PS,2002.0,Simulation,0.06,,,,,
Tokimeki no Houkago,PS,1998.0,Misc,0.06,,,,,
Championship Surfer,PS,2000.0,Sports,0.06,57.0,5.0,7.13,,E
Zumba Fitness Core,Wii,2012.0,Misc,0.06,,,7.13,,E10+
Lego Batman 3: Beyond Gotham,PC,2014.0,Action,0.06,,,6.8,21.0,E10+
Di-Gata Defenders,DS,2008.0,Role-Playing,0.06,,,7.13,,E
Monster Garage,XB,2004.0,Strategy,0.06,38.0,5.0,7.13,,T
ZhuZhu Pets: Quest for Zhu,DS,2011.0,Misc,0.06,,,7.13,,
Akai Katana Shin,X360,2011.0,Shooter,0.06,,,,,
